occurrenceID,eventDate,date_year,month,decimalLatitude,decimalLongitude,sst,sss,datasetName,basisOfRecord,coordinateUncertaintyInMeters,season
387127,2023-09-05 10:46:50+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
387124,2023-09-05 10:45:01+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
387126,2023-09-05 10:45:02+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
387125,2023-09-05 10:45:02+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
387128,2023-09-05 10:48:31+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
387129,2023-09-05 10:54:36+00:00,2023,9,36.715398,-121.857431,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
113465,2020-05-02 13:28:58+00:00,2020,5,36.769135,-121.85743,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
492493,2024-09-16 09:55:10+00:00,2024,9,36.770235,-121.857413,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
24833,2017-10-18 14:31:50+00:00,2017,10,36.867943,-121.857413,12.74,32.83,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
40493,2018-07-27 09:48:50+00:00,2018,7,36.776232,-121.85741,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
28128,2017-08-26 10:49:03+00:00,2017,8,36.789785,-121.85741,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
563678,2025-07-14 11:09:29+00:00,2025,7,36.691777,-121.857408,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
562165,2025-07-06 11:38:20+00:00,2025,7,36.674058,-121.8574,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
226719,2021-09-15 10:19:38+00:00,2021,9,36.677196,-121.85739,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
226712,2021-09-18 09:39:39+00:00,2021,9,36.697019,-121.85739,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
264566,2021-11-13 13:21:51+00:00,2021,11,36.723193,-121.857387,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
561437,2025-07-04 15:05:42+00:00,2025,7,36.6707,-121.857378,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
28055,2017-08-05 10:12:14+00:00,2017,8,36.795542,-121.857372,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
22004,2017-08-26 10:49:50+00:00,2017,8,36.789823,-121.85736,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
400564,2023-11-01 11:36:48+00:00,2023,11,36.621552,-121.857358,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
492489,2024-09-13 09:59:46+00:00,2024,9,36.794297,-121.85735,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
22005,2017-08-26 10:49:59+00:00,2017,8,36.789828,-121.857348,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
398202,2023-10-27 10:05:47+00:00,2023,10,36.77015,-121.857337,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
398204,2023-10-27 10:08:32+00:00,2023,10,36.77015,-121.857337,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
65866,2018-08-15 13:00:16+00:00,2018,8,36.76411,-121.857334,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
396016,2023-10-17 10:41:02+00:00,2023,10,36.792282,-121.85733,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
396017,2023-10-17 10:41:02+00:00,2023,10,36.792282,-121.85733,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
402084,2023-11-07 15:43:39+00:00,2023,11,36.824937,-121.85733,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
24540,2017-10-03 14:36:47+00:00,2017,10,36.808262,-121.857323,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
60686,2019-03-28 10:26:38+00:00,2019,3,36.784373,-121.857317,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
143047,2020-10-19 11:17:48+00:00,2020,10,36.761063,-121.857313,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
562064,2025-07-07 09:55:15+00:00,2025,7,36.6973,-121.85731,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
453814,2024-05-08 10:51:30+00:00,2024,5,36.785413,-121.857303,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
605562,2024-10-11 17:10:34+00:00,2024,10,36.784923,-121.857285,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
27961,2017-10-23 11:09:12+00:00,2017,10,36.808703,-121.857282,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
44416,2018-08-20 16:03:10+00:00,2018,8,36.744272,-121.85728,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
61289,2019-04-15 10:05:50+00:00,2019,4,36.770208,-121.857262,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
61288,2019-04-15 09:39:50+00:00,2019,4,36.770208,-121.857262,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
61287,2019-04-15 09:22:14+00:00,2019,4,36.770208,-121.857262,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
61286,2019-04-15 09:08:12+00:00,2019,4,36.770208,-121.857262,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
561438,2025-07-04 15:05:42+00:00,2025,7,36.671217,-121.857248,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
562429,2025-07-07 10:40:53+00:00,2025,7,36.693323,-121.857233,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
352579,2023-04-11 09:59:32+00:00,2023,4,36.730907,-121.857233,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
50518,2018-08-22 14:24:30+00:00,2018,8,36.80318,-121.857232,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
50520,2018-08-22 14:24:30+00:00,2018,8,36.80318,-121.857232,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
44678,2018-08-22 09:39:36+00:00,2018,8,36.803185,-121.857232,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
452059,2024-04-28 09:29:27+00:00,2024,4,36.79174,-121.857222,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
223715,2021-09-04 11:02:12+00:00,2021,9,36.693565,-121.857217,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
13728,2017-03-20 11:44:00+00:00,2017,3,36.798933,-121.857217,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
241888,2021-10-19 14:39:22+00:00,2021,10,36.70505,-121.857215,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
181623,2021-05-23 08:54:14+00:00,2021,5,36.667,-121.857205,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
181625,2021-05-23 09:11:55+00:00,2021,5,36.667,-121.857205,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
181624,2021-05-23 09:11:32+00:00,2021,5,36.667873,-121.857205,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
246721,2017-08-13 13:52:00+00:00,2017,8,36.806,-121.8572,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
246720,2017-08-13 13:52:00+00:00,2017,8,36.806,-121.8572,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
246722,2017-08-13 13:52:00+00:00,2017,8,36.806,-121.8572,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
241887,2021-10-19 14:21:27+00:00,2021,10,36.71296,-121.857187,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
306183,2019-09-01 11:26:20+00:00,2019,9,36.705643,-121.857178,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
352578,2023-04-11 09:59:32+00:00,2023,4,36.730962,-121.857178,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
258591,2017-05-24 14:48:55+00:00,2017,5,36.699187,-121.857176,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Spring
580665,2025-08-28 09:24:11+00:00,2025,8,36.705883,-121.857148,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Summer
306205,2022-07-16 10:47:16+00:00,2022,7,36.671085,-121.857135,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43077,2018-07-28 11:09:47+00:00,2018,7,36.70814,-121.857128,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
45775,2018-09-12 12:35:25+00:00,2018,9,36.815179,-121.857114,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
45761,2018-09-12 12:35:33+00:00,2018,9,36.815179,-121.857114,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
136516,2020-08-27 12:32:26+00:00,2020,8,36.803925,-121.857103,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
136515,2020-08-27 12:32:18+00:00,2020,8,36.803925,-121.857103,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
113460,2020-05-02 13:14:11+00:00,2020,5,36.767202,-121.852868,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
267909,2017-04-03 13:30:00+00:00,2017,4,36.659,-121.8571,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
266875,2015-06-10 10:20:00+00:00,2015,6,36.7968,-121.8571,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
176759,2021-04-29 08:44:26+00:00,2021,4,36.707217,-121.857087,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
220869,2021-08-24 15:09:48+00:00,2021,8,36.756478,-121.857077,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
220864,2021-08-24 10:25:15+00:00,2021,8,36.751472,-121.857073,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
22012,2017-08-26 15:24:14+00:00,2017,8,36.78601,-121.85707,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
562957,2025-07-09 14:10:47+00:00,2025,7,36.691552,-121.857068,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
319012,2022-10-13 12:00:01+00:00,2022,10,36.750708,-121.857063,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
319011,2022-10-13 11:59:46+00:00,2022,10,36.750708,-121.857063,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
501924,2024-10-16 10:56:43+00:00,2024,10,36.7328,-121.857052,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
561081,2025-06-16 11:19:57+00:00,2025,6,36.699862,-121.857032,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
181645,2021-05-23 14:58:21+00:00,2021,5,36.740017,-121.857032,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
69839,2019-07-28 10:31:16+00:00,2019,7,36.695428,-121.857027,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43076,2018-07-28 11:07:30+00:00,2018,7,36.707952,-121.857021,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
83353,2019-10-14 12:11:00+00:00,2019,10,36.759968,-121.85702,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
261105,2021-11-20 10:26:00+00:00,2021,11,36.799818,-121.857015,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
26032,2017-08-12 11:28:48+00:00,2017,8,36.790715,-121.856998,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
21859,2017-08-13 17:38:13+00:00,2017,8,36.788328,-121.856997,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
21860,2017-08-13 17:38:20+00:00,2017,8,36.788328,-121.856997,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
26116,2017-08-12 11:28:50+00:00,2017,8,36.79071,-121.856997,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
28112,2017-08-12 11:28:51+00:00,2017,8,36.79071,-121.856993,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
48188,2018-09-27 10:44:52+00:00,2018,9,36.835598,-121.856993,12.74,32.83,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
48187,2018-09-27 10:44:52+00:00,2018,9,36.835598,-121.856993,12.74,32.83,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
561079,2025-06-16 11:00:30+00:00,2025,6,36.701364,-121.856986,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
22013,2017-08-26 15:30:13+00:00,2017,8,36.78383,-121.856982,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
500120,2024-10-16 11:33:52+00:00,2024,10,36.729497,-121.856978,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
26033,2017-08-12 11:29:12+00:00,2017,8,36.790678,-121.856978,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
26110,2017-08-12 11:29:30+00:00,2017,8,36.79065,-121.856965,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
28110,2017-08-12 11:29:40+00:00,2017,8,36.79064,-121.856962,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
504902,2024-10-28 11:21:19+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504909,2024-10-28 12:13:46+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504900,2024-10-28 11:12:36+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504899,2024-10-28 09:12:00+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504903,2024-10-28 11:21:19+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504897,2024-10-28 09:12:00+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504904,2024-10-28 11:30:31+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504905,2024-10-28 11:43:14+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504910,2024-10-28 12:25:41+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504901,2024-10-28 11:13:22+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504898,2024-10-28 09:12:00+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504907,2024-10-28 11:43:20+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504908,2024-10-28 12:13:46+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
504906,2024-10-28 11:43:14+00:00,2024,10,36.79204,-121.856961,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
46915,2018-07-27 00:00:00+00:00,2018,7,36.694427,-121.856932,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
217035,2019-04-29 15:30:49+00:00,2019,4,36.744981,-121.856924,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
83505,2019-10-16 10:34:00+00:00,2019,10,36.784739,-121.85692,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
21524,2017-08-11 15:15:10+00:00,2017,8,36.816358,-121.85692,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
15283,2017-05-26 16:00:00+00:00,2017,5,36.630958,-121.856918,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
394406,2023-10-07 17:06:19+00:00,2023,10,36.656009,-121.856918,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
64642,2019-06-02 09:08:21+00:00,2019,6,36.665665,-121.856918,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Summer
338210,2022-10-17 10:01:38+00:00,2022,10,36.800669,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
338211,2022-10-17 10:01:38+00:00,2022,10,36.800669,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
60310,2019-03-18 10:49:47+00:00,2019,3,36.82474,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
60311,2019-03-18 10:53:47+00:00,2019,3,36.82474,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
60308,2019-03-18 10:42:15+00:00,2019,3,36.82474,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
60309,2019-03-18 10:42:32+00:00,2019,3,36.82474,-121.856918,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Spring
44677,2018-08-22 09:35:26+00:00,2018,8,36.805452,-121.856917,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
21858,2017-08-13 17:38:08+00:00,2017,8,36.78846,-121.856913,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
494744,2024-09-27 10:43:44+00:00,2024,9,36.788643,-121.856913,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
548696,2025-04-20 11:29:50+00:00,2025,4,36.704132,-121.85691,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
40494,2018-07-27 09:49:27+00:00,2018,7,36.775799,-121.856909,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43776,2018-08-09 11:21:13+00:00,2018,8,36.785835,-121.856908,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
3461,2014-10-28 00:00:00+00:00,2014,10,36.77065,-121.8569,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,11131.95,Autumn
181639,2021-05-23 10:43:10+00:00,2021,5,36.676805,-121.856898,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
223714,2021-09-04 10:57:04+00:00,2021,9,36.692493,-121.856898,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
129720,2020-05-07 12:33:21+00:00,2020,5,36.787823,-121.856898,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
217032,2019-04-29 15:08:11+00:00,2019,4,36.744982,-121.856882,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
217033,2019-04-29 15:08:28+00:00,2019,4,36.744986,-121.856882,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
605561,2024-10-11 17:06:34+00:00,2024,10,36.785012,-121.85688,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
216943,2021-08-04 09:48:57+00:00,2021,8,36.754678,-121.856867,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43130,2018-07-29 11:02:10+00:00,2018,7,36.705213,-121.856859,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43079,2018-07-28 11:13:31+00:00,2018,7,36.708226,-121.856857,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
43078,2018-07-28 11:13:27+00:00,2018,7,36.708226,-121.856857,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
15693,2017-06-08 10:59:00+00:00,2017,6,36.827682,-121.856847,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
562956,2025-07-09 14:10:47+00:00,2025,7,36.691522,-121.856843,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
216944,2021-08-04 09:49:02+00:00,2021,8,36.754673,-121.856843,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
72864,2019-08-19 10:41:57+00:00,2019,8,36.665909,-121.856839,12.9,32.93,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
449776,2024-04-14 09:41:45+00:00,2024,4,36.783663,-121.856837,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
306184,2019-09-01 11:27:18+00:00,2019,9,36.705347,-121.856827,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
143839,2020-10-23 13:17:21+00:00,2020,10,36.753442,-121.856812,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
216791,2019-05-05 11:48:43+00:00,2019,5,36.762658,-121.856801,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
45762,2018-09-12 12:09:50+00:00,2018,9,36.804044,-121.856796,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
291216,2022-04-15 12:01:09+00:00,2022,4,36.781472,-121.856778,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
398203,2023-10-27 10:05:47+00:00,2023,10,36.769893,-121.856777,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
631104,2026-01-24 10:31:39+00:00,2026,1,36.798232,-121.856777,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Winter
389976,2023-09-19 12:56:56+00:00,2023,9,36.773495,-121.856758,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
226560,2021-09-19 09:40:57+00:00,2021,9,36.776355,-121.85674,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
497540,2024-10-07 12:14:38+00:00,2024,10,36.78588,-121.85674,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
43080,2018-07-28 11:16:47+00:00,2018,7,36.708113,-121.856736,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Summer
48402,2018-10-12 10:51:44+00:00,2018,10,36.827468,-121.856728,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
22448,2017-09-04 10:22:21+00:00,2017,9,36.789392,-121.85672,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
158482,2020-11-27 11:47:18+00:00,2020,11,36.762228,-121.856708,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
14755,2017-04-01 10:57:00+00:00,2017,4,36.72696,-121.856707,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
538692,2025-03-21 09:43:34+00:00,2025,3,36.815242,-121.856702,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
61526,2019-04-22 11:14:26+00:00,2019,4,36.775178,-121.856682,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
548697,2025-04-20 11:42:42+00:00,2025,4,36.702062,-121.85668,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Spring
143045,2020-10-19 10:51:46+00:00,2020,10,36.71892,-121.856675,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
139231,2020-09-18 12:15:46+00:00,2020,9,36.718797,-121.856657,12.84,32.87,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
546247,2014-10-09 10:31:46+00:00,2014,10,36.781245,-121.856657,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,111319.49,Autumn
396014,2023-10-17 10:21:43+00:00,2023,10,36.822083,-121.856657,12.78,32.86,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1.11,Autumn
